Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
rev_sp|Q6ZV73|FGD6_HUMAN	rev_Q6ZV73	rev_FGD6_HUMAN	rev_FGD6	1430	Homo sapiens	FYVE, RhoGEF and PH domain-containing protein 6	1:Experimental evidence at protein level	0.77	1.0000	0.9440	1	1	1	1	1	1	0	0	0			
rev_sp|Q6ZVL6|K154L_HUMAN	rev_Q6ZVL6	rev_K154L_HUMAN	rev_KIAA1549L	1849	Homo sapiens	UPF0606 protein KIAA1549L	2:Experimental evidence at transcript level	1.03	1.0000	0.9980	1	1	1	1	1	1	3.08644128E8	3.08644128E8	3.08644128E8	2M(15.9949)		
rev_sp|Q71F56|MD13L_HUMAN	rev_Q71F56	rev_MD13L_HUMAN	rev_MED13L	2210	Homo sapiens	Mediator of RNA polymerase II transcription subunit 13-like	1:Experimental evidence at protein level	1.22	1.0000	0.9523	1	1	1	1	1	1	0	0	0	24M(15.9949)		
rev_sp|Q7KZ85|SPT6H_HUMAN	rev_Q7KZ85	rev_SPT6H_HUMAN	rev_SUPT6H	1726	Homo sapiens	Transcription elongation factor SPT6	1:Experimental evidence at protein level	0.81	1.0000	0.9928	1	1	1	1	1	1	3.3003652E7	3.3003652E7	3.3003652E7	12M(15.9949)		
rev_sp|Q7L014|DDX46_HUMAN	rev_Q7L014	rev_DDX46_HUMAN	rev_DDX46	1031	Homo sapiens	Probable ATP-dependent RNA helicase DDX46	1:Experimental evidence at protein level	1.16	1.0000	0.9933	1	1	1	1	1	1	0	0	0	2C(57.0214)		
rev_sp|Q7Z408|CSMD2_HUMAN	rev_Q7Z408	rev_CSMD2_HUMAN	rev_CSMD2	3487	Homo sapiens	CUB and sushi domain-containing protein 2	1:Experimental evidence at protein level	0.37	1.0000	0.9749	1	1	1	1	1	1	6384618.5	6384618.5	6384618.5			
rev_sp|Q7Z5N4|SDK1_HUMAN	rev_Q7Z5N4	rev_SDK1_HUMAN	rev_SDK1	2213	Homo sapiens	Protein sidekick-1	2:Experimental evidence at transcript level	0.54	1.0000	0.9590	1	1	1	1	1	1	0	0	0			
rev_sp|Q7Z5P9|MUC19_HUMAN	rev_Q7Z5P9	rev_MUC19_HUMAN	rev_MUC19	8384	Homo sapiens	Mucin-19	1:Experimental evidence at protein level	0.31	1.0000	0.9977	2	2	2	2	2	2	3.12304538E9	3.12304538E9	3.12304538E9	12C(57.0214)		
rev_sp|Q7Z6Z7|HUWE1_HUMAN	rev_Q7Z6Z7	rev_HUWE1_HUMAN	rev_HUWE1	4374	Homo sapiens	E3 ubiquitin-protein ligase HUWE1	1:Experimental evidence at protein level	0.46	1.0000	0.9700	2	2	2	2	2	2	4.386712E8	4.386712E8	4.386712E8	9M(15.9949)		
rev_sp|Q86UY5|FA83A_HUMAN	rev_Q86UY5	rev_FA83A_HUMAN	rev_FAM83A	434	Homo sapiens	Protein FAM83A	1:Experimental evidence at protein level	3.69	1.0000	0.9979	1	1	1	1	1	1	9.7815664E7	9.7815664E7	9.7815664E7			
rev_sp|Q86VD1|MORC1_HUMAN	rev_Q86VD1	rev_MORC1_HUMAN	rev_MORC1	984	Homo sapiens	MORC family CW-type zinc finger protein 1	2:Experimental evidence at transcript level	1.83	1.0000	0.9833	1	1	1	1	1	1	0	0	0	14C(57.0214), 15M(15.9949)		
rev_sp|Q86XX4|FRAS1_HUMAN	rev_Q86XX4	rev_FRAS1_HUMAN	rev_FRAS1	4008	Homo sapiens	Extracellular matrix organizing protein FRAS1	1:Experimental evidence at protein level	0.35	1.0000	0.9574	1	1	1	1	1	1	8667272.0	8667272.0	8667272.0			
rev_sp|Q86YR7|MF2L2_HUMAN	rev_Q86YR7	rev_MF2L2_HUMAN	rev_MCF2L2	1114	Homo sapiens	Probable guanine nucleotide exchange factor MCF2L2	2:Experimental evidence at transcript level	0.81	1.0000	0.9708	1	1	1	1	1	1	8983472.0	8983472.0	8983472.0			
rev_sp|Q8IVF4|DYH10_HUMAN	rev_Q8IVF4	rev_DYH10_HUMAN	rev_DNAH10	4471	Homo sapiens	Dynein axonemal heavy chain 10	1:Experimental evidence at protein level	0.94	1.0000	0.9987	4	4	4	4	4	4	3.49457024E8	3.49457024E8	3.49457024E8			
rev_sp|Q8IWX7|UN45B_HUMAN	rev_Q8IWX7	rev_UN45B_HUMAN	rev_UNC45B	931	Homo sapiens	Protein unc-45 homolog B	1:Experimental evidence at protein level	1.07	1.0000	0.9886	1	1	1	1	1	1	1.35149072E8	1.35149072E8	1.35149072E8			
rev_sp|Q8IY92|SLX4_HUMAN	rev_Q8IY92	rev_SLX4_HUMAN	rev_SLX4	1834	Homo sapiens	Structure-specific endonuclease subunit SLX4	1:Experimental evidence at protein level	0.60	1.0000	0.9931	1	1	1	1	1	1	0	0	0			
rev_sp|Q8N3K9|CMYA5_HUMAN	rev_Q8N3K9	rev_CMYA5_HUMAN	rev_CMYA5	4069	Homo sapiens	Cardiomyopathy-associated protein 5	1:Experimental evidence at protein level	0.47	1.0000	0.9926	2	2	2	2	2	2	9.2995744E7	9.2995744E7	9.2995744E7			
rev_sp|Q8N9V7|TOPZ1_HUMAN	rev_Q8N9V7	rev_TOPZ1_HUMAN	rev_TOPAZ1	1692	Homo sapiens	Protein TOPAZ1	2:Experimental evidence at transcript level	1.00	1.0000	0.9970	1	1	1	2	2	2	3.77960896E8	3.77960896E8	3.77960896E8	14C(57.0214),14C(57.0214),14C(57.0214)		
rev_sp|Q8NB66|UN13C_HUMAN	rev_Q8NB66	rev_UN13C_HUMAN	rev_UNC13C	2214	Homo sapiens	Protein unc-13 homolog C	2:Experimental evidence at transcript level	0.54	1.0000	0.9652	1	1	1	2	2	2	3.2074504E7	3.2074504E7	3.2074504E7	10C(57.0214), 6C(57.0214)		
rev_sp|Q8NCM8|DYHC2_HUMAN	rev_Q8NCM8	rev_DYHC2_HUMAN	rev_DYNC2H1	4307	Homo sapiens	Cytoplasmic dynein 2 heavy chain 1	1:Experimental evidence at protein level	0.23	1.0000	0.9961	1	1	1	2	2	2	1.6640404E7	1.6640404E7	1.6640404E7	6M(15.9949),6M(15.9949)		
rev_sp|Q8NDA2|HMCN2_HUMAN	rev_Q8NDA2	rev_HMCN2_HUMAN	rev_HMCN2	5059	Homo sapiens	Hemicentin-2	2:Experimental evidence at transcript level	0.32	1.0000	0.9748	1	1	1	1	1	1	0	0	0			
rev_sp|Q8NDH2|CC168_HUMAN	rev_Q8NDH2	rev_CC168_HUMAN	rev_CCDC168	7081	Homo sapiens	Leucine-rich repeat transmembrane protein CCDC168	2:Experimental evidence at transcript level	0.21	1.0000	0.9971	1	1	1	1	1	1	1.5299507E7	1.5299507E7	1.5299507E7	14M(15.9949)		
rev_sp|Q8NEC7|GSTCD_HUMAN	rev_Q8NEC7	rev_GSTCD_HUMAN	rev_GSTCD	633	Homo sapiens	Glutathione S-transferase C-terminal domain-containing protein	1:Experimental evidence at protein level	4.74	1.0000	0.9970	1	1	1	2	2	2	0	0	0	25C(57.0214), 8C(57.0214),25C(57.0214), 8C(57.0214)		
rev_sp|Q8NEV8|EXPH5_HUMAN	rev_Q8NEV8	rev_EXPH5_HUMAN	rev_EXPH5	1989	Homo sapiens	Exophilin-5	1:Experimental evidence at protein level	1.01	1.0000	0.9879	2	2	2	3	3	3	9.8524784E7	9.8524784E7	9.8524784E7			
rev_sp|Q8NEZ4|KMT2C_HUMAN	rev_Q8NEZ4	rev_KMT2C_HUMAN	rev_KMT2C	4911	Homo sapiens	Histone-lysine N-methyltransferase 2C	1:Experimental evidence at protein level	0.14	1.0000	0.9909	1	1	1	1	1	1	6284629.5	6284629.5	6284629.5			
rev_sp|Q8NF50|DOCK8_HUMAN	rev_Q8NF50	rev_DOCK8_HUMAN	rev_DOCK8	2099	Homo sapiens	Dedicator of cytokinesis protein 8	1:Experimental evidence at protein level	0.33	1.0000	0.9875	1	1	1	1	1	1	0	0	0	2C(57.0214)		
rev_sp|Q8NF91|SYNE1_HUMAN	rev_Q8NF91	rev_SYNE1_HUMAN	rev_SYNE1	8797	Homo sapiens	Nesprin-1	1:Experimental evidence at protein level	0.20	1.0000	0.9852	2	2	2	2	2	2	0	0	0			
rev_sp|Q8NFC6|BD1L1_HUMAN	rev_Q8NFC6	rev_BD1L1_HUMAN	rev_BOD1L1	3051	Homo sapiens	Biorientation of chromosomes in cell division protein 1-like 1	1:Experimental evidence at protein level	0.72	1.0000	0.9508	2	2	2	2	2	2	0	0	0	13M(15.9949)		
rev_sp|Q8NFP9|NBEA_HUMAN	rev_Q8NFP9	rev_NBEA_HUMAN	rev_NBEA	2946	Homo sapiens	Neurobeachin	1:Experimental evidence at protein level	0.24	1.0000	0.9947	1	1	1	1	1	1	2.4444442E7	2.4444442E7	2.4444442E7			
rev_sp|Q8NI08|NCOA7_HUMAN	rev_Q8NI08	rev_NCOA7_HUMAN	rev_NCOA7	942	Homo sapiens	Nuclear receptor coactivator 7	1:Experimental evidence at protein level	0.74	1.0000	0.9964	1	1	1	1	1	1	1.23522419E9	1.23522419E9	1.23522419E9			
rev_sp|Q8TBA6|GOGA5_HUMAN	rev_Q8TBA6	rev_GOGA5_HUMAN	rev_GOLGA5	731	Homo sapiens	Golgin subfamily A member 5	1:Experimental evidence at protein level	3.28	1.0000	0.9905	2	2	2	2	2	2	1.760988E7	1.760988E7	1.760988E7			
rev_sp|Q8TD57|DYH3_HUMAN	rev_Q8TD57	rev_DYH3_HUMAN	rev_DNAH3	4116	Homo sapiens	Dynein axonemal heavy chain 3	2:Experimental evidence at transcript level	0.24	1.0000	0.9659	1	1	1	1	1	1	0	0	0			
rev_sp|Q8TDW7|FAT3_HUMAN	rev_Q8TDW7	rev_FAT3_HUMAN	rev_FAT3	4557	Homo sapiens	Protocadherin Fat 3	2:Experimental evidence at transcript level	0.26	1.0000	0.9906	1	1	1	1	1	1	1.6333312E7	1.6333312E7	1.6333312E7	4M(15.9949)		
rev_sp|Q8TE73|DYH5_HUMAN	rev_Q8TE73	rev_DYH5_HUMAN	rev_DNAH5	4624	Homo sapiens	Dynein axonemal heavy chain 5	1:Experimental evidence at protein level	0.15	1.0000	0.9978	1	1	1	1	1	1	1.49694736E8	1.49694736E8	1.49694736E8			
rev_sp|Q8TEU7|RPGF6_HUMAN	rev_Q8TEU7	rev_RPGF6_HUMAN	rev_RAPGEF6	1601	Homo sapiens	Rap guanine nucleotide exchange factor 6	1:Experimental evidence at protein level	0.62	1.0000	0.9345	1	1	1	1	1	1	1.82310288E8	1.82310288E8	1.82310288E8			
rev_sp|Q8TEW8|PAR3L_HUMAN	rev_Q8TEW8	rev_PAR3L_HUMAN	rev_PARD3B	1205	Homo sapiens	Partitioning defective 3 homolog B	1:Experimental evidence at protein level	1.16	1.0000	0.9760	1	1	1	1	1	1	7.0821296E7	7.0821296E7	7.0821296E7			
rev_sp|Q8TF46|DI3L1_HUMAN	rev_Q8TF46	rev_DI3L1_HUMAN	rev_DIS3L	1054	Homo sapiens	DIS3-like exonuclease 1	1:Experimental evidence at protein level	1.14	1.0000	0.9825	1	1	1	2	2	2	0	0	0			
rev_sp|Q8WWL7|CCNB3_HUMAN	rev_Q8WWL7	rev_CCNB3_HUMAN	rev_CCNB3	1395	Homo sapiens	G2/mitotic-specific cyclin-B3	1:Experimental evidence at protein level	1.29	1.0000	0.9606	1	1	1	1	1	1	4.8715384E7	4.8715384E7	4.8715384E7	3M(15.9949)		
rev_sp|Q8WXH0|SYNE2_HUMAN	rev_Q8WXH0	rev_SYNE2_HUMAN	rev_SYNE2	6885	Homo sapiens	Nesprin-2	1:Experimental evidence at protein level	0.32	1.0000	0.9909	4	4	4	2	2	2	1.15025192E8	1.15025192E8	1.15025192E8			
rev_sp|Q8WXI7|MUC16_HUMAN	rev_Q8WXI7	rev_MUC16_HUMAN	rev_MUC16	14507	Homo sapiens	Mucin-16	1:Experimental evidence at protein level	0.66	1.0000	0.9930	4	4	4	4	4	4	1.5964704E8	1.5964704E8	1.5964704E8	3M(15.9949)		
rev_sp|Q8WZ42|TITIN_HUMAN	rev_Q8WZ42	rev_TITIN_HUMAN	rev_TTN	34350	Homo sapiens	Titin	1:Experimental evidence at protein level	0.27	1.0000	0.9990	8	7	8	9	8	9	1.82048048E8	7048171.0	1.82048048E8			
rev_sp|Q92576|PHF3_HUMAN	rev_Q92576	rev_PHF3_HUMAN	rev_PHF3	2039	Homo sapiens	PHD finger protein 3	1:Experimental evidence at protein level	0.34	1.0000	0.9980	1	1	1	1	1	1	9.329592E7	9.329592E7	9.329592E7			
rev_sp|Q92626|PXDN_HUMAN	rev_Q92626	rev_PXDN_HUMAN	rev_PXDN	1479	Homo sapiens	Peroxidasin homolog	1:Experimental evidence at protein level	0.95	1.0000	0.9927	1	1	1	1	1	1	0	0	0			
rev_sp|Q92817|EVPL_HUMAN	rev_Q92817	rev_EVPL_HUMAN	rev_EVPL	2033	Homo sapiens	Envoplakin	1:Experimental evidence at protein level	2.31	1.0000	0.9917	3	3	3	3	3	3	1.2357768E7	1.2357768E7	1.2357768E7			
rev_sp|Q92900|RENT1_HUMAN	rev_Q92900	rev_RENT1_HUMAN	rev_UPF1	1129	Homo sapiens	Regulator of nonsense transcripts 1	1:Experimental evidence at protein level	0.71	1.0000	0.9576	1	1	1	1	1	1	0	0	0			
rev_sp|Q93008|USP9X_HUMAN	rev_Q93008	rev_USP9X_HUMAN	rev_USP9X	2554	Homo sapiens	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	1:Experimental evidence at protein level	0.67	1.0000	0.9937	2	2	2	4	4	4	0	0	0			
rev_sp|Q96BY7|ATG2B_HUMAN	rev_Q96BY7	rev_ATG2B_HUMAN	rev_ATG2B	2078	Homo sapiens	Autophagy-related protein 2 homolog B	1:Experimental evidence at protein level	0.58	1.0000	0.9942	1	1	1	1	1	1	1.34613616E8	1.34613616E8	1.34613616E8			
rev_sp|Q96CN9|GCC1_HUMAN	rev_Q96CN9	rev_GCC1_HUMAN	rev_GCC1	775	Homo sapiens	GRIP and coiled-coil domain-containing protein 1	1:Experimental evidence at protein level	1.94	1.0000	0.9561	1	1	1	1	1	1	0	0	0	8M(15.9949)		
rev_sp|Q96DT5|DYH11_HUMAN	rev_Q96DT5	rev_DYH11_HUMAN	rev_DNAH11	4516	Homo sapiens	Dynein axonemal heavy chain 11	1:Experimental evidence at protein level	0.55	1.0000	0.9935	2	2	2	3	3	3	9.0113648E7	9.0113648E7	9.0113648E7			
rev_sp|Q96FN5|KIF12_HUMAN	rev_Q96FN5	rev_KIF12_HUMAN	rev_KIF12	646	Homo sapiens	Kinesin-like protein KIF12	1:Experimental evidence at protein level	4.02	1.0000	0.9985	1	1	1	1	1	1	0	0	0			
rev_sp|Q96JB1|DYH8_HUMAN	rev_Q96JB1	rev_DYH8_HUMAN	rev_DNAH8	4490	Homo sapiens	Dynein axonemal heavy chain 8	1:Experimental evidence at protein level	0.31	1.0000	0.9913	1	1	1	2	2	2	9.0083776E7	9.0083776E7	9.0083776E7	10M(15.9949), 1M(15.9949), 9M(15.9949),10M(15.9949), 9M(15.9949)		
rev_sp|Q96N23|CFA54_HUMAN	rev_Q96N23	rev_CFA54_HUMAN	rev_CFAP54	3096	Homo sapiens	Cilia- and flagella-associated protein 54	2:Experimental evidence at transcript level	0.42	1.0000	0.9943	1	1	1	2	2	2	0	0	0			
rev_sp|Q96N67|DOCK7_HUMAN	rev_Q96N67	rev_DOCK7_HUMAN	rev_DOCK7	2140	Homo sapiens	Dedicator of cytokinesis protein 7	1:Experimental evidence at protein level	0.42	1.0000	0.9275	1	1	1	1	1	1	1.4953393E7	1.4953393E7	1.4953393E7			
rev_sp|Q96PN6|ADCYA_HUMAN	rev_Q96PN6	rev_ADCYA_HUMAN	rev_ADCY10	1610	Homo sapiens	Adenylate cyclase type 10	1:Experimental evidence at protein level	0.62	1.0000	0.9710	1	1	1	1	1	1	0	0	0			
rev_sp|Q96Q06|PLIN4_HUMAN	rev_Q96Q06	rev_PLIN4_HUMAN	rev_PLIN4	1371	Homo sapiens	Perilipin-4	1:Experimental evidence at protein level	3.72	1.0000	0.9863	2	2	2	3	3	3	1.28281144E8	1.28281144E8	1.28281144E8			
rev_sp|Q96RL7|VP13A_HUMAN	rev_Q96RL7	rev_VP13A_HUMAN	rev_VPS13A	3174	Homo sapiens	Intermembrane lipid transfer protein VPS13A	1:Experimental evidence at protein level	0.41	1.0000	0.9569	1	1	1	1	1	1	0	0	0	9C(57.0214)		
rev_sp|Q96T58|MINT_HUMAN	rev_Q96T58	rev_MINT_HUMAN	rev_SPEN	3664	Homo sapiens	Msx2-interacting protein	1:Experimental evidence at protein level	0.30	1.0000	0.9715	1	1	1	1	1	1	0	0	0			
rev_sp|Q99459|CDC5L_HUMAN	rev_Q99459	rev_CDC5L_HUMAN	rev_CDC5L	802	Homo sapiens	Cell division cycle 5-like protein	1:Experimental evidence at protein level	1.00	1.0000	0.9329	1	1	1	1	1	1	9.6975984E7	9.6975984E7	9.6975984E7			
rev_sp|Q99466|NOTC4_HUMAN	rev_Q99466	rev_NOTC4_HUMAN	rev_NOTCH4	2003	Homo sapiens	Neurogenic locus notch homolog protein 4	1:Experimental evidence at protein level	0.35	1.0000	0.9658	1	1	1	1	1	1	2.44339104E8	2.44339104E8	2.44339104E8			
rev_sp|Q99698|LYST_HUMAN	rev_Q99698	rev_LYST_HUMAN	rev_LYST	3801	Homo sapiens	Lysosomal-trafficking regulator	1:Experimental evidence at protein level	0.42	1.0000	0.9900	2	2	2	3	3	3	7.4176984E7	7.4176984E7	7.4176984E7			
rev_sp|Q99996|AKAP9_HUMAN	rev_Q99996	rev_AKAP9_HUMAN	rev_AKAP9	3907	Homo sapiens	A-kinase anchor protein 9	1:Experimental evidence at protein level	0.33	1.0000	0.9971	1	1	1	3	3	3	7.4384838E8	7.4384838E8	7.4384838E8	12M(15.9949),12M(15.9949),12M(15.9949)		
rev_sp|Q9BXM0|PRAX_HUMAN	rev_Q9BXM0	rev_PRAX_HUMAN	rev_PRX	1461	Homo sapiens	Periaxin	1:Experimental evidence at protein level	0.75	1.0000	0.9349	1	1	1	1	1	1	0	0	0			
rev_sp|Q9BYB0|SHAN3_HUMAN	rev_Q9BYB0	rev_SHAN3_HUMAN	rev_SHANK3	1731	Homo sapiens	SH3 and multiple ankyrin repeat domains protein 3	1:Experimental evidence at protein level	0.46	1.0000	0.9974	1	1	1	1	1	1	0	0	0			
rev_sp|Q9BYX4|IFIH1_HUMAN	rev_Q9BYX4	rev_IFIH1_HUMAN	rev_IFIH1	1025	Homo sapiens	Interferon-induced helicase C domain-containing protein 1	1:Experimental evidence at protein level	1.37	1.0000	0.9262	1	1	1	1	1	1	0	0	0			
rev_sp|Q9BZJ0|CRNL1_HUMAN	rev_Q9BZJ0	rev_CRNL1_HUMAN	rev_CRNKL1	848	Homo sapiens	Crooked neck-like protein 1	1:Experimental evidence at protein level	1.65	1.0000	0.9474	1	1	1	1	1	1	0	0	0			
rev_sp|Q9BZZ2|SN_HUMAN	rev_Q9BZZ2	rev_SN_HUMAN	rev_SIGLEC1	1709	Homo sapiens	Sialoadhesin	1:Experimental evidence at protein level	0.82	1.0000	0.9934	1	1	1	1	1	1	0	0	0			
rev_sp|Q9C091|GRB1L_HUMAN	rev_Q9C091	rev_GRB1L_HUMAN	rev_GREB1L	1923	Homo sapiens	GREB1-like protein	1:Experimental evidence at protein level	0.52	1.0000	0.9785	1	1	1	1	1	1	0	0	0			
rev_sp|Q9GZM8|NDEL1_HUMAN	rev_Q9GZM8	rev_NDEL1_HUMAN	rev_NDEL1	345	Homo sapiens	Nuclear distribution protein nudE-like 1	1:Experimental evidence at protein level	7.25	1.0000	0.9974	2	2	2	2	2	2	6.5690632E7	6.5690632E7	6.5690632E7			
rev_sp|Q9H115|SNAB_HUMAN	rev_Q9H115	rev_SNAB_HUMAN	rev_NAPB	298	Homo sapiens	Beta-soluble NSF attachment protein	1:Experimental evidence at protein level	3.36	1.0000	0.9972	1	1	1	4	4	4	0	0	0	5C(57.0214),5C(57.0214),5C(57.0214)		
rev_sp|Q9H254|SPTN4_HUMAN	rev_Q9H254	rev_SPTN4_HUMAN	rev_SPTBN4	2564	Homo sapiens	Spectrin beta chain, non-erythrocytic 4	1:Experimental evidence at protein level	0.39	1.0000	0.9961	1	1	1	1	1	1	2.6938692E7	2.6938692E7	2.6938692E7			
rev_sp|Q9H6N6|MYH16_HUMAN	rev_Q9H6N6	rev_MYH16_HUMAN	rev_MYH16	1097	Homo sapiens	Putative uncharacterized protein MYH16	1:Experimental evidence at protein level	1.19	1.0000	0.9748	1	1	1	3	3	3	9.9887354E8	9.9887354E8	9.9887354E8	8M(15.9949),8M(15.9949)		
rev_sp|Q9NR48|ASH1L_HUMAN	rev_Q9NR48	rev_ASH1L_HUMAN	rev_ASH1L	2969	Homo sapiens	Histone-lysine N-methyltransferase ASH1L	1:Experimental evidence at protein level	0.51	1.0000	0.9789	2	2	2	2	2	2	1.3165478E7	1.3165478E7	1.3165478E7			
rev_sp|Q9NS87|KIF15_HUMAN	rev_Q9NS87	rev_KIF15_HUMAN	rev_KIF15	1388	Homo sapiens	Kinesin-like protein KIF15	1:Experimental evidence at protein level	1.44	1.0000	0.9978	2	2	2	2	2	2	6.2222116E7	6.2222116E7	6.2222116E7			
rev_sp|Q9NT68|TEN2_HUMAN	rev_Q9NT68	rev_TEN2_HUMAN	rev_TENM2	2774	Homo sapiens	Teneurin-2	1:Experimental evidence at protein level	0.79	1.0000	0.9519	2	2	2	2	2	2	0	0	0			
rev_sp|Q9NVI1|FANCI_HUMAN	rev_Q9NVI1	rev_FANCI_HUMAN	rev_FANCI	1328	Homo sapiens	Fanconi anemia group I protein	1:Experimental evidence at protein level	0.98	1.0000	0.9338	1	1	1	2	2	2	3.3177066E7	3.3177066E7	3.3177066E7			
rev_sp|Q9NW08|RPC2_HUMAN	rev_Q9NW08	rev_RPC2_HUMAN	rev_POLR3B	1133	Homo sapiens	DNA-directed RNA polymerase III subunit RPC2	1:Experimental evidence at protein level	1.15	1.0000	0.9916	1	1	1	1	1	1	0	0	0			
rev_sp|Q9P225|DYH2_HUMAN	rev_Q9P225	rev_DYH2_HUMAN	rev_DNAH2	4427	Homo sapiens	Dynein axonemal heavy chain 2	1:Experimental evidence at protein level	0.16	1.0000	0.9913	2	2	2	1	1	1	3.61497312E8	3.61497312E8	3.61497312E8			
rev_sp|Q9P2F8|SI1L2_HUMAN	rev_Q9P2F8	rev_SI1L2_HUMAN	rev_SIPA1L2	1722	Homo sapiens	Signal-induced proliferation-associated 1-like protein 2	1:Experimental evidence at protein level	1.10	1.0000	0.9876	2	2	2	1	1	1	2.0594938E7	2.0594938E7	2.0594938E7			
rev_sp|Q9P2N4|ATS9_HUMAN	rev_Q9P2N4	rev_ATS9_HUMAN	rev_ADAMTS9	1935	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 9	1:Experimental evidence at protein level	0.78	1.0000	0.9928	1	1	1	2	2	2	0	0	0			
rev_sp|Q9P2P6|STAR9_HUMAN	rev_Q9P2P6	rev_STAR9_HUMAN	rev_STARD9	4700	Homo sapiens	StAR-related lipid transfer protein 9	1:Experimental evidence at protein level	0.34	1.0000	0.9925	1	1	1	1	1	1	5.5393952E7	5.5393952E7	5.5393952E7			
rev_sp|Q9UBC5|MYO1A_HUMAN	rev_Q9UBC5	rev_MYO1A_HUMAN	rev_MYO1A	1043	Homo sapiens	Unconventional myosin-Ia	1:Experimental evidence at protein level	1.44	1.0000	0.9945	1	1	1	1	1	1	0	0	0			
rev_sp|Q9UBF2|COPG2_HUMAN	rev_Q9UBF2	rev_COPG2_HUMAN	rev_COPG2	871	Homo sapiens	Coatomer subunit gamma-2	1:Experimental evidence at protein level	1.38	1.0000	0.9948	1	1	1	1	1	1	5.1710412E7	5.1710412E7	5.1710412E7	6M(15.9949)		
rev_sp|Q9UFE4|CCD39_HUMAN	rev_Q9UFE4	rev_CCD39_HUMAN	rev_CCDC39	941	Homo sapiens	Coiled-coil domain-containing protein 39	2:Experimental evidence at transcript level	2.66	1.0000	0.9389	1	1	1	1	1	1	0	0	0			
rev_sp|Q9UHL9|GT2D1_HUMAN	rev_Q9UHL9	rev_GT2D1_HUMAN	rev_GTF2IRD1	959	Homo sapiens	General transcription factor II-I repeat domain-containing protein 1	1:Experimental evidence at protein level	1.15	1.0000	0.9889	1	1	1	1	1	1	3.23154496E8	3.23154496E8	3.23154496E8			
rev_sp|Q9UHP3|UBP25_HUMAN	rev_Q9UHP3	rev_UBP25_HUMAN	rev_USP25	1055	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 25	1:Experimental evidence at protein level	0.66	1.0000	0.9843	1	1	1	1	1	1	1.8273684E7	1.8273684E7	1.8273684E7			
rev_sp|Q9UKP5|ATS6_HUMAN	rev_Q9UKP5	rev_ATS6_HUMAN	rev_ADAMTS6	1117	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 6	2:Experimental evidence at transcript level	0.72	1.0000	0.9977	1	1	1	1	1	1	0	0	0			
rev_sp|Q9ULV0|MYO5B_HUMAN	rev_Q9ULV0	rev_MYO5B_HUMAN	rev_MYO5B	1848	Homo sapiens	Unconventional myosin-Vb	1:Experimental evidence at protein level	0.65	1.0000	0.9905	1	1	1	1	1	1	0	0	0			
rev_sp|Q9UPP1|PHF8_HUMAN	rev_Q9UPP1	rev_PHF8_HUMAN	rev_PHF8	1060	Homo sapiens	Histone lysine demethylase PHF8	1:Experimental evidence at protein level	1.13	1.0000	0.9871	2	2	2	1	1	1	1.2626047E7	1.2626047E7	1.2626047E7	1M(15.9949), 3C(57.0214)		
rev_sp|Q9Y2G1|MYRF_HUMAN	rev_Q9Y2G1	rev_MYRF_HUMAN	rev_MYRF	1151	Homo sapiens	Myelin regulatory factor	1:Experimental evidence at protein level	1.48	1.0000	0.9686	1	1	1	1	1	1	0	0	0			
rev_sp|Q9Y4A5|TRRAP_HUMAN	rev_Q9Y4A5	rev_TRRAP_HUMAN	rev_TRRAP	3859	Homo sapiens	Transformation/transcription domain-associated protein	1:Experimental evidence at protein level	0.26	1.0000	0.9988	1	1	1	1	1	1	0	0	0			
rev_sp|Q9Y4D8|HECD4_HUMAN	rev_Q9Y4D8	rev_HECD4_HUMAN	rev_HECTD4	3996	Homo sapiens	Probable E3 ubiquitin-protein ligase HECTD4	1:Experimental evidence at protein level	0.50	1.0000	0.9963	2	2	2	3	3	3	3.5172896E7	3.5172896E7	3.5172896E7	5C(57.0214),5C(57.0214)		
rev_sp|Q9Y4I1|MYO5A_HUMAN	rev_Q9Y4I1	rev_MYO5A_HUMAN	rev_MYO5A	1855	Homo sapiens	Unconventional myosin-Va	1:Experimental evidence at protein level	0.59	1.0000	0.9881	2	2	2	1	1	1	2.3297922E7	2.3297922E7	2.3297922E7			
rev_sp|Q9Y5B9|SP16H_HUMAN	rev_Q9Y5B9	rev_SP16H_HUMAN	rev_SUPT16H	1047	Homo sapiens	FACT complex subunit SPT16	1:Experimental evidence at protein level	0.86	1.0000	0.9856	1	1	1	1	1	1	2.95098944E8	2.95098944E8	2.95098944E8			
rev_sp|Q9Y5S2|MRCKB_HUMAN	rev_Q9Y5S2	rev_MRCKB_HUMAN	rev_CDC42BPB	1711	Homo sapiens	Serine/threonine-protein kinase MRCK beta	1:Experimental evidence at protein level	0.94	1.0000	0.9888	1	1	1	2	2	2	1.7386398E7	1.7386398E7	1.7386398E7			
