Protein.Group	Protein.Names	Genes	First.Protein.Description	S:\Proteomics\CMB\CMB-1515\T063417_AurEl7_PM7_CMB-1515_9_GD6_1_10072.d	S:\Proteomics\CMB\CMB-1515\T063423_AurEl7_PM7_CMB-1515_6_GD3_1_10078.d	S:\Proteomics\CMB\CMB-1515\T063425_AurEl7_PM7_CMB-1515_5_GD2_1_10080.d	S:\Proteomics\CMB\CMB-1515\T063427_AurEl7_PM7_CMB-1515_4_GD1_1_10082.d	S:\Proteomics\CMB\CMB-1515\T063429_AurEl7_PM7_CMB-1515_3_GC8_1_10084.d	S:\Proteomics\CMB\CMB-1515\T063431_AurEl7_PM7_CMB-1515_2_GC7_1_10086.d
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	9737.09	3628.79	7095.03	10526.6	4471.82	775.197
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	11537.9	3712.05	7250.14	12378.3	13555.8	4076.81
P61981;P27348;P31946;Q04917	1433B_HUMAN;1433F_HUMAN;1433G_HUMAN;1433T_HUMAN	YWHAB;YWHAG;YWHAH;YWHAQ	14-3-3 protein theta	18688.9	17880.7	23757.4	38154.4	36102.3	19258.3
P62081	RS7_HUMAN	RPS7	Small ribosomal subunit protein eS7	1101.09	1067.52	447.584	185.031	892.949	500.691
P62140;P36873;P62136	PP1A_HUMAN;PP1B_HUMAN;PP1G_HUMAN	PPP1CA;PPP1CB;PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	5258.24	2335.31	4407.59		4398.2	
P62241	RS8_HUMAN	RPS8	Small ribosomal subunit protein eS8		4853.26	2429.75			1808.66
P62241;A0AAG2TTP8	A0AAG2TTP8_HUMAN;RS8_HUMAN	LOC102724737;RPS8	Uncharacterized protein	7228.29	11620.9	13272.7		9645.15	
P62244	RS15A_HUMAN	RPS15A	Small ribosomal subunit protein uS8	3199.26	1556.93	2488.07	2999.26	2617.28	2043.75
P62249	RS16_HUMAN	RPS16	Small ribosomal subunit protein uS9	3741.02	3227.06	2750.22		3306.98	1897.82
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	12697.9	7182.94	9805.88	11957.5	5244.2	
P62266	RS23_HUMAN	RPS23	Small ribosomal subunit protein uS12		4697.31	3985.02	5917.91	4630.94	2413.46
P62280	RS11_HUMAN	RPS11	Small ribosomal subunit protein uS17	8018.22		5416.55			
P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	1506.57	1121.56	1414.18	3348.95	1037.59	3141.9
P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2		2380.56	2458.79		1122.18	3932.2
P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	9530.78	7309.22	4895.25		8151.56	9452.44
P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6		1616.28				
P62424	RL7A_HUMAN	RPL7A	Large ribosomal subunit protein eL8	6501.74		2330.45	3300.15	3886.36	4925.94
P62491;Q15907	RB11A_HUMAN;RB11B_HUMAN	RAB11A;RAB11B	Ras-related protein Rab-11A	8301.09	6900.62	10053.4	14873.7	11704.1	8771.3
P62701	RS4X_HUMAN	RPS4X	Small ribosomal subunit protein eS4, X isoform		4028.62	1634.56	3558.14	2962.52	1642.93
P62701;P22090	RS4X_HUMAN;RS4Y1_HUMAN	RPS4X;RPS4Y1	Small ribosomal subunit protein eS4, Y isoform 1	6669.87			3568.34		
P62805	H4_HUMAN	H4C16	Histone H4	988736	171643	755624	1.4852e+06	846551	291355
P62820;Q9H0U4	RAB1A_HUMAN;RAB1B_HUMAN	RAB1A;RAB1B	Ras-related protein Rab-1A	3426.38		8471.55	13891.3	11863.2	6891.81
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran			1245.08	2112.6	1767.26	
P62873	GBB1_HUMAN	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	4371.03		6577.35		7876.12	
P62879	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	4371.63		3403.75		4013.74	
P62879;P62873	GBB1_HUMAN;GBB2_HUMAN	GNB1;GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	22088.4	7197.05	11536.9	18661.9	12415	7502.94
P62899	RL31_HUMAN	RPL31	Large ribosomal subunit protein eL31	7330.95	5080.77	8684.66	8167.29	8472.16	
P62913	RL11_HUMAN	RPL11	Large ribosomal subunit protein uL5	2905.71	3950.15	2845.64	4240.3	2463.65	
P62917	RL8_HUMAN	RPL8	Large ribosomal subunit protein uL2	6898.24	7615.89	4772.3	9302.99	13127.6	4466.38
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	25487.6	24990.6	28515.1	29457.4	35167.4	16805.4
P62937;A0A075B759;A0A0B4J2A2;F5H284;P0DN26	PAL4C_HUMAN;PAL4D_HUMAN;PAL4E_HUMAN;PAL4F_HUMAN;PPIA_HUMAN	PPIA;PPIAL4C;PPIAL4D;PPIAL4E;PPIAL4F	Peptidyl-prolyl cis-trans isomerase A-like 4E	8465.2		17317.7	13835.8	14512.7	6725.81
P63000;P15153;P60763	RAC1_HUMAN;RAC2_HUMAN;RAC3_HUMAN	RAC1;RAC2;RAC3	Ras-related C3 botulinum toxin substrate 2	16470.8	10902.7	20467.8	15454.8	21360.9	7430.9
P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	3163.28		5879.43		6352.21	3779.42
P63027;Q15836	VAMP2_HUMAN;VAMP3_HUMAN	VAMP2;VAMP3	Vesicle-associated membrane protein 2	6431.1		2524.42		2814.23	
P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	19595.8	15422.2	21097.6	23455.9	21250	10124.8
P63104;P27348;P31946	1433B_HUMAN;1433T_HUMAN;1433Z_HUMAN	YWHAB;YWHAQ;YWHAZ	14-3-3 protein theta	8736.83	4248.03	5965.59	8405.36	8057.08	2589.73
P63104;P61981;P31946;Q04917	1433B_HUMAN;1433F_HUMAN;1433G_HUMAN;1433Z_HUMAN	YWHAB;YWHAG;YWHAH;YWHAZ	14-3-3 protein beta/alpha	4581.5	1686.91	2549.61	2775.51	3903.65	
P63104;P62258;P61981;P27348;P31946;Q04917;P31947	1433B_HUMAN;1433E_HUMAN;1433F_HUMAN;1433G_HUMAN;1433S_HUMAN;1433T_HUMAN;1433Z_HUMAN	SFN;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ	14-3-3 protein theta	45680.4	22659.3	35107.9	45838.4	37328.9	17222.9
P63167;Q96FJ2	DYL1_HUMAN;DYL2_HUMAN	DYNLL1;DYNLL2	Dynein light chain 1, cytoplasmic	12821.7	4226.12	8243.58	6211.19	9020.51	3649.38
P63244	RACK1_HUMAN	RACK1	Small ribosomal subunit protein RACK1	1889.65	2467.74	2451.91		3425.93	1400.17
P63267	ACTH_HUMAN	ACTG2	Actin, gamma-enteric smooth muscle	161585	316735	914237	302625	860569	
P67812	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A		1963.61	2126.4	2582.43	1163.72	1181.13
P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	21458.7	17367	17746.1	25755.6	34778.2	16440.2
P67936;P06753	TPM3_HUMAN;TPM4_HUMAN	TPM3;TPM4	Tropomyosin alpha-3 chain	36414.8	28898.3	32916.2	22947	54740.1	12590
P68032	ACTC_HUMAN	ACTC1	Actin, alpha cardiac muscle 1	339711	75348	275010	178918	469856	132595
P68032;P63267	ACTC_HUMAN;ACTH_HUMAN	ACTC1;ACTG2	Actin, gamma-enteric smooth muscle	1.27722e+06	968262	2.13849e+06	1.82448e+06	2.7059e+06	1.27536e+06
P68104;Q5VTE0	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	17353.1	36758.1	43567.5	34907.1	39979.3	17952.7
P68366;Q71U36	TBA1A_HUMAN;TBA4A_HUMAN	TUBA1A;TUBA4A	Tubulin alpha-4A chain	97633.9	57155.8	92165.8	72126.7	113147	26893.3
P68366;Q9H853	TBA4A_HUMAN;TBA4B_HUMAN	TUBA4A;TUBA4B	Tubulin alpha-4A chain	7956.64	7490.08	19382.3	17788.5	18245.7	10034.3
P68366;Q9H853;Q71U36	TBA1A_HUMAN;TBA4A_HUMAN;TBA4B_HUMAN	TUBA1A;TUBA4A;TUBA4B	Tubulin alpha-4A chain	11661.5	3743.28	8382.25	9129.08	7865.58	3261.82
P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	10537.4	6244.27	11234.8	20996.4	14342.7	6950.8
P68371;Q13509	TBB3_HUMAN;TBB4B_HUMAN	TUBB3;TUBB4B	Tubulin beta-4B chain	4067.47		6732.26	9900.13	7645.08	
P68431;P84243;Q16695;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3B;H3-4;H3C12;H3C13	Histone H3.1	19125.4	23475	33281.6	66000.8	31245.3	16565.8
P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	328106	190368	223890	1.91392e+06	523648	245255
P68871;P02042	HBB_HUMAN;HBD_HUMAN	HBB;HBD	Hemoglobin subunit delta	132689	68276	140009	743621	174991	99943.2
P68871;P02042;P69892;P69891	HBB_HUMAN;HBD_HUMAN;HBG1_HUMAN;HBG2_HUMAN	HBB;HBD;HBG1;HBG2	Hemoglobin subunit delta	2776.53	19454	29012.8	238240	32692.3	21359.2
P69892	HBG2_HUMAN	HBG2	Hemoglobin subunit gamma-2	1871.77	4458.99		14645.9	5051.81	3229.53
P69892;P69891	HBG1_HUMAN;HBG2_HUMAN	HBG1;HBG2	Hemoglobin subunit gamma-1	2764.23		848.107	14328.8	2929.87	
P69905	HBA_HUMAN	HBA2	Hemoglobin subunit alpha	68333.6	50086.1	60453	498012	97351.1	77819.1
P69905;P02008	HBAZ_HUMAN;HBA_HUMAN	HBA2;HBZ	Hemoglobin subunit zeta	7366.79	87144	114756	1.14648e+06	254025	76941.4
P78386	KRT85_HUMAN	KRT85	Keratin, type II cuticular Hb5		2000.53	6494.3	8661.42	12595.9	
P78386;O43790	KRT85_HUMAN;KRT86_HUMAN	KRT85;KRT86	Keratin, type II cuticular Hb6	5984.8	13696.8	11604.4	52398.6		21615.2
P78386;Q9NSB4;O43790	KRT82_HUMAN;KRT85_HUMAN;KRT86_HUMAN	KRT82;KRT85;KRT86	Keratin, type II cuticular Hb6	8335.5	33290.5	24299.7	13052.5	8405.51	12152.4
P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	2130.5	5094.58	3842.92	6021.26	2554.31	1474.4
P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	1609.98					
P78539	SRPX_HUMAN	SRPX	Sushi repeat-containing protein SRPX	262933	8421.9	12444.6	15049.2	18256.5	5327.36
P80188	NGAL_HUMAN	LCN2	Neutrophil gelatinase-associated lipocalin		1502.29				1404.1
P81605	DCD_HUMAN	DCD	Dermcidin	120673	596681	948830	620981	391881	2.8204e+06
P98095	FBLN2_HUMAN	FBLN2	Fibulin-2	36582.2	13736.3	6205.76	4605.88	7234.31	
P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	123051	26395	77522.5	56660.6	106932	32815.1
Q00325	S25A3_HUMAN	SLC25A3	Solute carrier family 25 member 3	5852.64	4795.81	4976.26	2186.58	6009.62	3045.25
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	5886.14	4527.36	6378.44	5652.11	5838.94	4223.32
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	4562.77		3886.05			
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	6499.23		2125.5	3810.63	3295.27	
Q01105;P0DME0	SETLP_HUMAN;SET_HUMAN	SET;SETSIP	Protein SETSIP	1975.13	11555	7208.28	10942.2	5616.33	7182.04
Q01130;Q9BRL6	SRSF2_HUMAN;SRSF8_HUMAN	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2	8752.81		5945.13	6493.02	7706.5	
Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	17410.8	55404.1	88856.1	56663.8	51430.2	38239.3
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	2193.9	4755.11	4011.17	5976.8	3280.56	2401.08
Q01546;Q9NSB2	K22O_HUMAN;KRT84_HUMAN	KRT76;KRT84	Keratin, type II cytoskeletal 2 oral	3116.55	464131	479896	48137.7	206061	218770
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	5240.17				3413.3	
Q01813;P08237;P17858	PFKAL_HUMAN;PFKAM_HUMAN;PFKAP_HUMAN	PFKL;PFKM;PFKP	ATP-dependent 6-phosphofructokinase, muscle type	6784.72	8509.67	5629.64	10493.5	6838.07	4295.47
Q01813;P17858	PFKAL_HUMAN;PFKAP_HUMAN	PFKL;PFKP	ATP-dependent 6-phosphofructokinase, liver type	3500.3					
Q01995	TAGL_HUMAN	TAGLN	Transgelin	397277	209946	450443	426123	495170	235644
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	4976.55					
Q02413	DSG1_HUMAN	DSG1	Desmoglein-1	35244.7	155261	193098	112338	99961.9	160642
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	3155.1					
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein					1589.07	
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	43202.7		15782.3	32830.1	26732.5	11841.7
Q03135;P56539	CAV1_HUMAN;CAV3_HUMAN	CAV1;CAV3	Caveolin-3	19711.9		9531.86	14676.6	19082.5	7154.6
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	13504.2		8703.84	19548.9	12080.7	4577.48
Q03591	FHR1_HUMAN	CFHR1	Complement factor H-related protein 1	11048.3	3626.1	10110.9		16198.3	
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	3005.46		1065.65		1570.48	
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	14884.7	168513	426127	122820	208195	576354
Q04695;P02533	K1C14_HUMAN;K1C17_HUMAN	KRT14;KRT17	Keratin, type I cytoskeletal 14	194601	1.07568e+06	1.6582e+06	798320	862770	1.46128e+06
Q04695;P08727	K1C17_HUMAN;K1C19_HUMAN	KRT17;KRT19	Keratin, type I cytoskeletal 19	16749.3	13617.3		136018	338273	741339
Q04695;Q9C075	K1C17_HUMAN;K1C23_HUMAN	KRT17;KRT23	Keratin, type I cytoskeletal 17	7479.08	69900.2	158019	71515.4	127430	191653
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	10898.9		3178.61	7926.05	8353.43	
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2		1636.1				
Q05639;P68104;Q5VTE0	EF1A1_HUMAN;EF1A2_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5;EEF1A2	Elongation factor 1-alpha 1	56597.6	147411	140782	146006	100460	90870.5
Q05682	CALD1_HUMAN	CALD1	Caldesmon	32528.1	23320.4	40448.6	34911.7	83164	17521.7
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	90013.9	44820.8	68775.3	64092.7	93654.6	17574.3
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	2569.82		2758.94		1896.96	
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	3021.98	2072.63				
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	14953.5	10888.4	4145.23	8377.44	5249.06	3264.15
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	44207	123614	88342.5	55524.8	83034.6	67532.8
Q06830;Q13162	PRDX1_HUMAN;PRDX4_HUMAN	PRDX1;PRDX4	Peroxiredoxin-1	25417.5	29768.3	30874.1		31818.3	58038.5
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	5749.61	6528.55	5225.05		5205.74	1321.55
Q07507	DERM_HUMAN	DPT	Dermatopontin	8655.58	13098.8	29554.9	5490.35	54620.2	
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	4503.49	6245.67	3001.29	4261.52	8925.45	
Q08188	TGM3_HUMAN	TGM3	Protein-glutamine gamma-glutamyltransferase E	17920	74789.5	72894.4	53301	60289.4	103501
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	158182	428488	224370	565948	406333	329791
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	14385.5	16049.5	1529.73	3300.53	2482.05	4187.61
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	19033.9	56272.5	54524.4	43666.7	137098	6713.56
Q08554	DSC1_HUMAN	DSC1	Desmocollin-1	15321.5	91322.5	146654	63732.8	56810.2	115837
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	7917.34					
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	25502.1	20493.8	27761.6	21798.1	23044.2	24359
Q12792;Q6IBS0	TWF1_HUMAN;TWF2_HUMAN	TWF1;TWF2	Twinfilin-1			2003.42			
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	17864.5	59228.4	63454.4		53047.4	
Q12906;Q96SI9	ILF3_HUMAN;STRBP_HUMAN	ILF3;STRBP	Interleukin enhancer-binding factor 3	1079.95					
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1334.59					1331.8
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1834.8	2241.02	1842.84		1469.43	3167.88
Q13214	SEM3B_HUMAN	SEMA3B	Semaphorin-3B	3439.15					
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	9458.51	5466.76	8939.39	27945.4	7949.65	24490.1
Q13296	SG2A2_HUMAN	SCGB2A2	Mammaglobin-A		17377.7	18540.8	25720.3	18011.4	62734.2
Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	2045.93	2444.47	25807.8		47965	
Q13410	BT1A1_HUMAN	BTN1A1	Butyrophilin subfamily 1 member A1				23804.7		
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	11233.9	1517.12	10135.5	12089	11217.1	6135.48
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial					2078.31	
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	3705.8	2397.79	2164.34		5300.37	
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	4434.31					
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	6587.66	18026.1	14323.5	18659.9	9629.42	42507
Q13555;Q13554	KCC2B_HUMAN;KCC2G_HUMAN	CAMK2B;CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit beta	4106.11		3366.95		3985.56	
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	46195.2	30105.9	19896.7	43188.8	46297.6	17245.5
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3			2911.32		10327	
Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	3426.72				2202.64	
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	1002.17		470.02		1019.55	
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	8447.07		2929.38	5627.82	2025.59	
Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	9549.8	99301.4	108507	46798.6	61184.9	82002.9
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1747.23	970.548	1422.07	2538.5	1293.37	
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	13595.2	55043.1	52289.8	43142.5	26283.1	92296.1
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	9657.99	984.035	1949.21		2808.14	
Q13885;Q9BVA1	TBB2A_HUMAN;TBB2B_HUMAN	TUBB2A;TUBB2B	Tubulin beta-2A chain	8304.17	1995.7	2789.91	2826.65	5369.25	3013.81
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	8639.22		6516.65		7545.9	2762.72
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	4025.16	3082.88	2875.86	3935.99	1531.73	
Q14103;O14979	HNRDL_HUMAN;HNRPD_HUMAN	HNRNPD;HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	1049.28	2928.03				
Q14112	NID2_HUMAN	NID2	Nidogen-2	33001		10029.4	19560.9	13727.2	13064.4
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	1813.41		1069.59			
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2			2916.06		8474.42	
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	8132.74	3537.78	4160.53	6770.27	6044.04	5367.69
Q14195;Q14194	DPYL1_HUMAN;DPYL3_HUMAN	CRMP1;DPYSL3	Dihydropyrimidinase-related protein 1				1613.19	4247.23	2206.16
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	3048.16		3460.57	3062.1	1967.05	1790.65
Q14210	LY6D_HUMAN	LY6D	Lymphocyte antigen 6D		7016.7	10683.6	11400.8	6249.43	12912.4
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1595.21					
Q14315	FLNC_HUMAN	FLNC	Filamin-C	7515.91	3434.57	3017.76	15525.2		11237.1
Q14315;O75369	FLNB_HUMAN;FLNC_HUMAN	FLNB;FLNC	Filamin-B	3449.66		3360.28	6703.98		3698.01
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	4794.22					
Q14574	DSC3_HUMAN	DSC3	Desmocollin-3	4866.52	29343.2	48205.7	26429	40740	51034.6
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	3463.84		4203.23	5979.34	6195.98	1733.11
Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	12143.9	12769	72935.6	3845.28	74466.5	
Q14766;Q9NS15	LTBP1_HUMAN;LTBP3_HUMAN	LTBP1;LTBP3	Latent-transforming growth factor beta-binding protein 1			9961.04		13918	
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	14410.9	7418.35	22311.9	8471.06	30598	
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	11920	12829.5	24919.2	17331.5	32746.5	8294.22
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	4877.3	3399.06	3677.68	7595.2	4927.3	1529
Q14CN4	K2C72_HUMAN	KRT72	Keratin, type II cytoskeletal 72			107676	32949.1	79495.6	
Q14CN4;Q7RTS7	K2C72_HUMAN;K2C74_HUMAN	KRT72;KRT74	Keratin, type II cytoskeletal 72			11230.8			
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	5508.22		3529.5		2498.52	
Q15063	POSTN_HUMAN	POSTN	Periostin	97458.7	259655	116786	11125.1	259909	10147
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	2768.69	3330.16	1616.67			
Q15149	PLEC_HUMAN	PLEC	Plectin	19766.5	14519.9	22155.9	14038	28933.9	9090.51
Q15149;P58107	EPIPL_HUMAN;PLEC_HUMAN	EPPK1;PLEC	Epiplakin	17462.4	25400.1	45148.2	40201.1	35758.1	41900.1
Q15149;Q9UPN3	MACF1_HUMAN;PLEC_HUMAN	MACF1;PLEC	Plectin	6591.3	18327.8	22697.7	17610.7	21086.5	37088.2
Q15323	K1H1_HUMAN	KRT31	Keratin, type I cuticular Ha1		6186.96	3123.48	6892.43	1710.87	8315.13
Q15323;A0A140TA62	A0A140TA62_HUMAN;K1H1_HUMAN	KRT31;LOC100653049	IF rod domain-containing protein	2681.57	10537.3	4891.2	19597.9	2398.51	7339.27
Q15323;Q14525;A0A140TA62	A0A140TA62_HUMAN;K1H1_HUMAN;KT33B_HUMAN	KRT31;KRT33B;LOC100653049	IF rod domain-containing protein						13974.9
Q15323;Q14525;O76013;A0A140TA62	A0A140TA62_HUMAN;K1H1_HUMAN;KRT36_HUMAN;KT33B_HUMAN	KRT31;KRT33B;KRT36;LOC100653049	IF rod domain-containing protein		11064.2	9629.62	29331.3	4892.5	17550.3
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	2982.2	3856.43	2026.67		3420.37	
Q15417	CNN3_HUMAN	CNN3	Calponin-3	3843.75	5690.84	12362.3	2556.35	13806.5	
Q15417;Q99439	CNN2_HUMAN;CNN3_HUMAN	CNN2;CNN3	Calponin-3	2438.04	6620.49	7898.43		13339.7	
Q15517	CDSN_HUMAN	CDSN	Corneodesmosin	5644.51	58069.7	83141.1	43805.8	24094.8	103365
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	166746	77841	45651.7	42047.6	73490.1	16486.8
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	13089.2	4657.29	10083.6	5168.75	19065.4	8598.31
Q15828	CYTM_HUMAN	CST6	Cystatin-M	9107.87	15726.5	33638.8	12304	9375.93	30319.4
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	19878.5		4992.31	11516.7	11756.7	5203.85
Q15942	ZYX_HUMAN	ZYX	Zyxin	15813.9	9691.31	21151.1	10055.8	31517.5	
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	9017.95		6053.85	11055.6	7884.29	2434.02
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	8085.83		1708.37	3636.75	3072.81	
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	8352.7	10213.5	48814.4	5027.24	58759.2	
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	10928.6	2411.92	12490.2	10348.7	10721.8	3557.1
Q16555;Q14195;Q14194	DPYL1_HUMAN;DPYL2_HUMAN;DPYL3_HUMAN	CRMP1;DPYSL2;DPYSL3	Dihydropyrimidinase-related protein 1	11818.2	2393.81		3512.06		
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1		3467.99	1417.51	4069.49	1311.79	4396.39
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	6558.58	25352	33302	14082.6	10661.3	26374.3
Q16769	QPCT_HUMAN	QPCT	Glutaminyl-peptide cyclotransferase		3634.07	5999.57		2688.54	4807.79
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial			9466.78			
Q16853	AOC3_HUMAN	AOC3	Amine oxidase [copper-containing] 3	569167	36710.5	167104	318106	177875	147649
Q16853;O75106	AOC2_HUMAN;AOC3_HUMAN	AOC2;AOC3	Amine oxidase [copper-containing] 2	83965	14430	26089.6	99412.9	31779.1	48671
Q2UY09	COSA1_HUMAN	COL28A1	Collagen alpha-1(XXVIII) chain	4701.68					
Q3SY84	K2C71_HUMAN	KRT71	Keratin, type II cytoskeletal 71			83861.2	24542.4	48433.9	
Q3SY84;P19013;P12035;Q7RTS7	K2C3_HUMAN;K2C4_HUMAN;K2C71_HUMAN;K2C74_HUMAN	KRT3;KRT4;KRT71;KRT74	Keratin, type II cytoskeletal 3		106836	13950	3822.17	10266.1	
