Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Perdu-Alloy Pauline\organoides fixes\TU014848CK_Slot1-01_1_3103.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014849CK_Slot1-02_1_3104.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014850CK_Slot1-03_1_3105.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014851CK_Slot1-04_1_3106.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014852CK_Slot1-05_1_3107.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014853CK_Slot1-06_1_3108.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014854CK_Slot1-07_1_3109.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014855CK_Slot1-08_1_3110.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014856CK_Slot1-09_1_3111.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014857CK_Slot1-10_1_3112.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014858CK_Slot1-11_1_3113.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014859CK_Slot1-12_1_3114.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014861CK_Slot1-25_1_3116.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014862CK_Slot1-26_1_3117.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014863CK_Slot1-27_1_3118.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014864CK_Slot1-28_1_3119.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014865CK_Slot1-29_1_3120.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014866CK_Slot1-30_1_3121.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014867CK_Slot1-31_1_3122.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014868CK_Slot1-32_1_3123.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014869CK_Slot1-33_1_3124.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014870CK_Slot1-34_1_3125.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014871CK_Slot1-35_1_3126.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014872CK_Slot1-36_1_3127.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014874CK_Slot1-13_1_3129.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014875CK_Slot1-14_1_3131.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014876CK_Slot1-15_1_3132.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014877CK_Slot1-16_1_3133.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014878CK_Slot1-17_1_3134.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014879CK_Slot1-18_1_3135.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014880CK_Slot1-19_1_3136.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014881CK_Slot1-20_1_3137.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014882CK_Slot1-21_1_3138.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014883CK_Slot1-22_1_3139.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014884CK_Slot1-39_1_3140.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014885CK_Slot1-40_1_3141.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014886CK_Slot1-41_1_3142.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014887CK_Slot1-42_1_3143.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014888CK_Slot1-43_1_3144.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014889CK_Slot1-44_1_3145.d	H:\Perdu-Alloy Pauline\organoides fixes\TU014890CK_Slot1-45_1_3146.d
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	921.851	1948.41	1778.94	855.012	1326.97	1266.99		471.393		545.379	830.48	664.14	880.273	1062.15	1054.33	3914.27	549.423	4557.97	1424.18	819.279	862.217	510.86	1001.2	987.126		4518.4	2480.31	3221.57	2086.11	1778.81	2525.7	1902.52	2124.31	2052.39	2641.19	1785.28	1478.52	1961.92	1412.13	1910.88	2110.16
P00558	P00558;P07205	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	1680.63	1614.27	1766.31	1632.58	1108.07	1435.66	804.562	2006.01		1136.23	637.228	1186.46	1708.9	1384.96	1538.14	1465.92	1738.1	1280	1173.01	1718.89	1263.8	1508.57	1799.02	1802.66		2830.71	2579.21	2447.36	3261.98		1226.96	1204.21		2953.98	2111.83				498.167	2577.05	
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	2667.3	1532.83	2106.03	3169.29	2175.68	2201.4	3019.69	3365.34		3803.68	2432.06	2423.75	3522.43	3645.01	4364.3	3099	3743.9	2959.6	3633.76	4124.38	4815.83	3883.08	3870.96	3734.54		5455.89	5824.79	5386.37	5665.21	6142.81	6417.75	6769.22	7185.3	6725.11	5416.98	6583.82	5981.34	6951.42	6821.28	6023.56	6888.76
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	8179.81	2237.4	9246.79	7570.02	7375.34	6761.77	8403.46	7215.61	8603.68	10303.6	9069.32	11995.9	7417.88	7928.19	8446.64	6533.52	7762.25	3446.14	7516.91	8995.62	9498.77	8020.78	6233.68	8909.58		6807.59	9124.58	15408.8	8796.96	10323.5	12894.9	9974.95	11980.9	10907.7	3299.93	7659.47	5585.93	7466.21	10055.6	10154	8497.53
P01009	P01009	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin						842.474																	1195.12																		
P01036	P01036;P09228	CYTS_HUMAN	CST4	Cystatin-S	3004.16	801.225	1904.13	2938.37	2746.16	3021.79	3172.48	4768.88	3217.19	3265.11	3041.17	2073.95	2093.25	2294.76	1913.57	1824.63	3294.63	2082.86	1963.58	1226.11	1900.54	2849.22	1493.04	2265.82		3550.61	3870.72	3714.51	4093.02	3716.97	3956.44	3993.17	3823.59	4083.58	2747.87	3717.03	3212.2	2854.67	2876.49	1996.91	2980.13
P01040	P01040	CYTA_HUMAN	CSTA	Cystatin-A	7975.12	1707.18	7466.36	6263.98	7823.83	8011.76	6901.7	5452.44	6741.8	6464.06	5335.33	6302.43	4823.72	7679.25	4493.38	5483.17	6674.92	4094.77	6119.03	5671.03	5502.55	4354.7	5017.72	7307.51		8531.24	8545.58	6310.63	7769.48	7158.76	6592.07	9933.77	7319.76	9269.08	4377.42	7712.75	5016.84	6018.14	5968.59	6349.29	6084.24
P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor	1010.57		843.232			795.081	745.771	2374.63		910.102	817.523	1257.37	651.233	1083.44	1065.2		461.435	1284.87	594.489		884.889	1256.25	1640.61	681.165		1442.14	1699.31	1384.35	1671.03	1664.67	1806.62	1785.18	1850.78	1653.16	1652.51	1308.8	930.967	1218.24	1251.77	1382.29	1211.19
P01834	P01834;P0DOX7	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant	3048.03	775.311	4195.18	2868.96	3415.07	5495.38	5131.41	5393.29	2879	2243.92	2773.33	3432.06	1712.73	3490.92	1805.02	3041.79	3208.2	2149.28	4051.61	2364.08	1765.01	2098.9	3177.47	3834.12		3047.03	3586.26	3593.43	4039.52	2818.25	3096.37	4253.69	2716.49	3826.89	2628.41	3680.35	1567.02	2664.13	2735.07	3192.44	2552.14
P01857;P0DOX5	P01857;P01860;P01861;P0DOX5	IGG1_HUMAN;IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	17943.3	7721.67	20949.3	20354.5	19778.6	22871.5	23004.7	10829.6	10594.3	29809.5	26932.3	12512.5	19805.8	23390.1	25078.1	15201.6	18126.8	15621.2	23204.1	24884.3	22228.6	21691.7	18483.4	19695.9		14270.9	18919	35715.8	20685.8	13176.7	24306.8	23330.2	22806.8	21874.9	9579.74	19091.1	12743.4	19087.2	21207.4	21433.7	19552.1
P01876	P01876	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1	3734.27	1029.42	5413.06	4214.07	4972.6	5407.08	5493.2	5244.36	4137.12	3520.46	3909.63	3828.67	2839.15	3657.64	3786.02	2506.91	4067.13	3547.12	3242.84	3153.6	3827.03	3655.23	3890.36	4443.77		4045.86	3543.75	4006.02	4014.13	4412.35	3527.71	4333.71	4300.41	4557.73	2595.61	3349.41		2436.75	2778.07	1759.27	2392.26
P02533	P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	70621.3	154132	83847.7	78820.4	101141	99318.9	65001.8	73415.9	69808.2	63835.3	61674.3	73572.1	109262	87690.7	76790.9	115495	70393.1	275517	76251.7	80614.9	99180	80411	95324.4	82778.7		106487	72302	185552	82366.9	68675.5	68692.8	66719.7	69493.4	66871.8	92057.6	60986.7	54768.1	52190.2	48772.1	68987.9	54287.4
P02538	O95678;P02538;P48668	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A	18277.7	5082.86	16407	18044.1	16585.7	36763.7	18678.2	24786.5	15953.5	16744.1	14645.6	18106.6	44128.4	22226.4	20977.3	51419.9	20379.2	15510.6	26695.5	25152.7	25762.5	25852.5	32704	27669.4		26828.5	25645.9	42223.5	26486.7	23683.9	23395.3	26765.6	24830	24445	30907.3	27920	27207.9	23405.1	23293.8	48855.1	39799.7
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	2437.21	4606.67	3419.75	3563.57	2200.56	1959.1	1921.59	1873.33	2404.25	1625.47	2323.42		1375.93	2013.46	1253.22	6394.49	1343.61	1789.99	1675.31	1836.62	1387.37	1917.34	10232.8	2409.69		4271.09			3922.64	3105.8	4173.27		5210.29	3531.41	6285.4	3179.28		3597.84	3519.85	1625.22	2933.26
P02768	P02768	ALBU_HUMAN	ALB	Serum albumin	33237.1	10216.4	34458.9	31551.2	31946.2	45733.2	37057.5	35701	23341.6	37566.7	35373.8	28061.5	29963.4	28231	32394.9	26991.4	33757.3	24354.3	28978.8	31383.4	32454.9	30047	61799.9	32224.3		25229.9	28503.4	37463	29244.3	25342.3	32314.2	33150.8	34738.9	32965.6	23684.8	31693.1	26443	29117.3	30908.6	32418.6	29392.5
P02788	P02788	TRFL_HUMAN	LTF	Lactotransferrin	1931.65	686.228	1995.93	3433.34	3486.29	3187.35	3287	3570.41	3322.36	1744.98	2233.65	2350.72	1655.53	1351.37	2256.01	1644.05	2020.07	1722.62	1801.79	1482.81	1920.07	2454.67	3693.14	3414.31		4224.35	5391.48	3552.28	4430.2	4425.26	3869.81	5178.52	3825.5	5197.1	2928.41	2598.23		3339.33	2942.35	2047.96	2221.58
P02810	P02810	PRPC_HUMAN	PRH1	Salivary acidic proline-rich phosphoprotein 1/2	4992.44	569.013	4551.53	2872.01	3292.82	2543.04	4446.24	10288.6	5825.37	4469.52	4056.79		1674		3540.08			1827.91																							
P04040	P04040	CATA_HUMAN	CAT	Catalase	2719.12	1821.9	3056.68	4474.73	3730.05	2518.55	2890.81	2351.31	2952.02	2616.76	2882.04	2488.25	2740.55	4053.41	3086.18	2824.03	3973.88	6944.35	3362.28	2825.05	2895.03	3008.27	2274.7	3092.12		6392.04	5059.68	8662.15	5563.38	5249.68	5775.37	5006.18	5919.13	5705.21	3929.14	4605.28	4671.17	4628.52	5126.38	5209.71	4559.74
P04062	P04062	GLCM_HUMAN	GBA	Glucosylceramidase		923.692			385.244			650.437		526.487	399.26		541.705	176.078	342.157	528.959		572.031			404.717	255.84	296.328					879.972	426.938	643.124			706.095		672.424				526.822	619.256	413.18
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	3163.89	2228.97	3188.51	3211.29	2886.19	3437.29	4017.56	4475.23	2915.03	3019.75	3271.04	3766.9	4231.27	3138.86	3032.69	3077.91	3656.99	2703.26	3571.38	3719.44	3283	3441.49	4040.39	2892.56		4298.09	4631.85	3677.97	4757.58	5005.01	4604.16	5047.04	4342.46	5063.83	5985.33	4444.75	3864.25	4674.37	4880.75	5022.46	4675.84
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	1612.18	1458.75	686.68	1447.51	1107.47	556.941	666.073	1698.41		815.231	1435.48	1903.94	2524.92	984.548	940.791	1843.13	909.85	1005.92	869.443	1219.6	1188.01	737.574	2024.83	1142.77		2715.73	2662.8	2646.71	2835.44	2846.55	3220.85	3230.05	3642.2	3149.63	2354.65	2285.05	2201.33	2347.33	2112.83	2454.39	2286.37
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	1041.29	417.355	984.727	1124.39	810.244	1091.86	705.061	1095.09	1725.74	794.193	1093.2	1553.74	790.83	934.77	757.702	1465.93	988.332	852.316	1015.2	634.948	529.203	1267.42	1323.85	630.273		1921.67	1727.02	1315.53	1739.47	1349.27	1417.34	1525.87	1667.11	1712.04	1252.15	1365.88	1025.63	1373.71	1075.56	1319.12	1153.63
P04259	P04259;P48668	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	6096.94	2063.95	6625.55	6274.07	5042.85	15988	6370.48	9939.32	7363.53	7256.71	6328.41	5986.43	6905.15	6719.98	8715.38	42201.7	6765.74	6093.15	7605.42	7309.2	8125.44	7091.95	5309.44	6851.41		6138.67	7564.47	14337.3	6196.71	7255.27	6295.59	7225.33	7595.57	8075.03	9043.02	6975.77	5916.75	7516.39	6652.1	8860.39	13334.6
P04264	P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	830110	836030	1.01493e+06	1.04908e+06	1.34483e+06	998430	788031	788549	858067	847099	852044	880476	927867	1.41978e+06	1.00866e+06	1.19441e+06	1.19378e+06	3.75853e+06	952849	999905	1.26127e+06	1.13174e+06	1.28934e+06	799295		1.36841e+06	724140	1.69682e+06	1.25669e+06	773567	786885	740610	769898	697829	1.14429e+06	500729	682375	494137	509831	544304	583010
P04279	P04279;Q02383	SEMG1_HUMAN	SEMG1	Semenogelin-1			854.667	335.641			4030.24	198.836								530.529			418.646							649.096															
P04406	P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	13316.1	22627.4	20638.4	18088.4	12409.4	14621	11333.3	15866.3	12946.3	13041.7	12192.9	12717.4	12648	11068.2	12437.4	22363.3	14430.2	18538.8	12155.9	10844.3	11397.8	12323.9	12932	14008.2		21286.6	12357.1	21186.5	10251.4	11940.5	12050.1	13645.8	12133.1	11687.4	25988.1	13218.1	12159.9	11568.6	11748.4	13098	13777.3
P04632	P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	496.627	334.715			100.872		221.401	486.806					356.912	260.259		365.954			520.785					319.002																	
P04745	P04745;P04746;P19961	AMY1_HUMAN	AMY1A	Alpha-amylase 1	1655.88	723.648	1563.96	1638.21	1984.97	1842.13	1720.12	2119.61	1775.57	1981.82	1586.81	1307.28	1613.31	2013.41	1924.01	1184.11	1098.12	962.716	2081.96	1337.87	1732.27	1403.63	982.325	1762.09		2585.09	3193.46	2361.25	3151.81	2596.88	2607.65	3111.53	2884.75	2640.84	2027.13	2838.15	2854.92	3146.39	2695.12	2990.4	2977.71
P04792	P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	4809.25	25097.4	4374.69	4604.52	9124.15	5444.81	4791.87	3969.93	3163.78	4078.29	4009.23	4121.97	9487.17	3592.42	5056.88	13391.2	4220.94	2923.76	4193.28	3981.83	4474.59	3187.48	21172.3	4374.12		5798.82	7322.69	6510.95	8643.71	7641.85	8233.27	9286.91	7889.89	9099.97	8922.4	8638.38		6357.71	7456.69	7687.92	9552.8
P04843	P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1		1110.79			841.912								770.317			991.363	936.869	919.177	458.543	685.62			793.235			1847.98		1826.39							2645.77						
P04844	P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2		1202.37			1498.07		1958.64		2348.67				1608.11			894.982	725.314				1342.93	1155.38	1011.51																		
P04908;Q7L7L0;Q93077	P04908;Q7L7L0;Q93077	H2A1B_HUMAN;H2A1C_HUMAN;H2A3_HUMAN	HIST1H2AB;HIST1H2AC;HIST3H2A	Histone H2A type 1-B/E		60.9288								475.238	1875.06		1323.65	430.562	734.776			677.31		327.357	429.378							689.651			603.403		803.032				819.072	1050.16	660.1	761.718	728.311
P05089	P05089	ARGI1_HUMAN	ARG1	Arginase-1	5463.73	5300.61	7817.08	6809.09	4744.51	5226.92	4708.94	3661.32	5564.91	4227.57	4014.31	4945.2	3490.73	4329.58	4983.53	8412.95	6754.61	17657.7	4426.28	5034.45	4111.25	3436.89	3940.83	4543.66		13209.5	6192.21	8510.28	5704.7	4558.98	6024.78	5487.55	6088.18	5689.18	8383.46	5298.21	6075.68	5351.95	5291.97	5428.98	5998.16
P05090	P05090	APOD_HUMAN	APOD	Apolipoprotein D	4399	1617.37	5198.04	4430.94	5122.07	5490.5	5806.98	9729.65	5477.74	5859.68	6855.38	6482.49	6744.91	4160.44	4885.37	4199.49	16355	1832.83	6051.35	3941.12	6909.26	4173.08	3753.2	4320.73		4520.6	6369.04	4384.85	5829.37	5640.94	5118.09	4757.36	6047.62	5683.44	3747.92	5441.46	4305.97	4462.88	4712.4	5516.86	5443.36
P05091	P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial		390.964																					735.038	1543.24																	
P05109	P05109	S10A8_HUMAN	S100A8	Protein S100-A8	9234.87	68806.1	10688.4	12183.8	12450	10170.5	13813.3	7614.76	5927.03	12682	14408.4	5670.8	23964.7	13560.2	14615.8	21371.9	9667.65	10767.4	12990.8	12623.6	16319.2	14450.5	23815.2	16106.5		8594.06	19603.6	24070.6	14162	6794	10468.7	7818.08	8906.89	34869.4	29100.9						
P05120	P05120	PAI2_HUMAN	SERPINB2	Plasminogen activator inhibitor 2		290.747											133.515					565.086					529.895																		
P05141	P05141;P12235;P12236;Q9H0C2	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	1414.71	752.682	1664.11	1499.07	1993.88	1901.42		1402.92	2346.29	2105.85		2352.94	1114.48		1434.06	1180.65		1670.47	1553.89			1323.33	1043.36			2733.83		2069.75	2997.72	3414.33			3170.32	3507.79		2669.4			2850.86	3522.92	3540.6
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1901.16	2886.04		2892.49	2505.76	3177.16	2658.24	939.799		4481.54	2860.71		3442.82	5014.65	3387.19	2406.43	2964.64	2704.65	4120.1	4306.78	3407.6	4756.02	1463.06	3374.01		2703.8	1697.87	5077.71	2384.14		3483.31	3103.88	3761.57	2271.87	1501.1	2780.67	3590.8	3703.28	4162.3	5166.66	4244
P05386	P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1		1260.47		793.298	804.152		662.78	611.363	491.73		1070.8	899.873	1023.87		514.64	551.321	638.804		631.234	654.675	496.994		569.944	1100.24						1270.67				1307.51	1238.62	1418.28	1504.71	1292.63		1510.62	1312.91
P05387	P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	1430.24	968.161	1472.05	1474.04	907.047	1599.21	1530.69	1481.18	2159.65	2513.08	1438.37		1798.7	1805.82	2061.33	1571.12	1279.92	826.386	1798.66	1747.35	1801.22	1615	1175.56	1718.64		2470.55	2669.73	6053.63	2765.2	2312.84	3476.34	2990.67	3171.87	2668.69	3034.97	3075.52	2877.7	3218.42	3759.94	3665.39	3457.75
P05388	P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	1411.03	1210.84	830.134	726.211	690.162	773.274	784.21	1007.29	485.999	836.172	724.84	548.569	1167.2	735.46	903.946	928.242	982.477	528.216	1151.7	1088.3	1021.34	784.406	1242.09	1242.49		1393.66	1699.63	1337.78	2139.2	2146.41	1672.38	2126.21	1483.66	1911.58	1597.4	1981.76		2034.98	1532.21	1974.48	1960.59
P05455	P05455	LA_HUMAN	SSB	Lupus La protein		327.225			473.388					1009.42			905.229	478.876		547.633	656.11	412.58	916.019	904.08	629.123	917.395	271.762	842.461		1476.36	2084.19	1453.81				1645.11	1871.76			1865.81	1796.89	1437.78	1744.96	1533.89	1639.77
P05976;P08590	P05976;P08590	MYL1_HUMAN;MYL3_HUMAN	MYL1;MYL3	Myosin light chain 1/3, skeletal muscle isoform		953.861				3352.21																																			
P06396	P06396	GELS_HUMAN	GSN	Gelsolin		482.076	768.702		851.191	1427.8		460.663					474.341				1238.33	570.101	859.62				978.188	725.874																	1316.68
P06576	P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	5543.66	2564.33	7543.41	8620.7	6290.66	7076.84	9912.1	3888.43	6448.01	8151.85	8737.17	6532.87	8044.55	7828.14	6590.31	5512.92	4774.68	7262.55	6218.65	8458	6166.75	5576.54	6977.9	6769.57		10682	10978.4	9076.9	10233.3	8603.69	11538.5	12758	11717.5	11927.8	8473.75	10165.4	9720.55	9559.98	9774.12	10309.5	9728.31
P06702	P06702	S10A9_HUMAN	S100A9	Protein S100-A9	6083.91	45453.4	7483.01	7231.51	9177.6	7651.63	7936.47	10564.4	7732.13	11357.8	11713	6949.49	17733.1	10582.7	12520.3	18298.9	6124.98	9140.53	9327.98	12548.4	15657.7	12024.1	16749.5	7943.33		7964.9	8132.92	33551.8	8425.35	7911.19	11251.6	8838.22	12217.9	7631.53	14814.1	8657.36	11643.6	11602.1	10903.4	11593.9	36453.4
P06730	P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E		583.474				1099.12	2158.32	1092.71		1297.89	1223.72		1121.86	632.463	762.99	806.25		640.501	1113.74	1249.49	1051.36		804.668	1123.9			1522.4		1274.32	1846.94			1846.91			1232.57		1452.97	1478.28		
P06733	P06733	ENOA_HUMAN	ENO1	Alpha-enolase	5522.31	5230.37	5103.21	4410.34	5282.54	4347.89	5029.48	5008.73	4065.52	4558.27	5000.92	5785.61	4532.84	5355.2	5478.54	7200.8	4604.69	4016.28	5016.65	6427.88	4900.48	3809.75	5837.23	6607.42		7084.39	7779.14	6529.8	6821.43	7725.68	7315.4	7188.32	6472.03	7615.54	7464.62	7218.54	4712.78	6928.53	6173.32	7560.41	6504.36
P06737	P06737;P11216;P11217	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	1636.77	662.569			611.375					739.924	514.381		1048.37	1077.68				697.109					848.125	468.5																	
P06744	P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase		862.191		574.813	1242.55	1204.96	1482.05	1320.14		1290.36			1226.43	1214.41	1263.71	1169.53		1476.64		827.197	1461.14	1280.2	897.754	2940.31				512.764				3200.82		3884.07	4975.08		4197.23				3373.51
P06748	P06748	NPM_HUMAN	NPM1	Nucleophosmin	3947.6	863.769	3833.64	2511.53	2887.69	2453.47	3153.34	3536.48	4936.88	2623.06	3610.88	4030.36	2517.6	2325.58	3306.98	1915.16	2961.61	1793.33	4185.84	3491.74	2791.58	3652.26	3584.84	4343.74		4267.22	4350.59		4524.52	4044.62		3152.89	3045.37		4197.17	3260.53					
P06753	P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	4153.55	3710.02	3015.42	2900.72	3786.72	2772.29	3255.68	4432.27	5154.22	3085.2	2767.08	3548.24	3137.24	2483.13	1937.62	5953.57	3028.16	3426.36	2492.05	2217.04	2479.41	2040.03	4245.67	3610.14		5003.79		3831.51	3634.77	4277.26	3822.54	4773.83	1939.26	4360.48	5240.32	2794.28					
P06899;P23527;P33778;Q16778	P06899;P23527;P33778;Q16778;Q6DN03;Q6DRA6;Q8N257	H2B1B_HUMAN;H2B1J_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN	HIST1H2BB;HIST1H2BJ;HIST1H2BO;HIST2H2BE	Histone H2B type 1-J	2622.47	1158.98	1762.38	2244.43	2012.65			1584.33		1282.08	9715.65	2718.23	5270.69	1386.88	2918.36	2724.84	2631.81	3690.71	3656.55	5667.03	2115.38	4406.2	1709.65	1874.88		2841.69	3543.67	3314.94	3707.39	3595.15	3962.85	5352.6	6190.36	4663.69	2803.75	3618.16	5647.03	11627.1	6404.67	3987.61	3259.37
P07237	P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	2664.4	3413.43	484.82	1080.18									2203.19	1784.38	917.185	953.773	1791.3	1116.79	731.748	1039.64	1182.97	978.799	2310.21	1733.01									1226.16							1148.49	1797.22
P07305	P07305	H10_HUMAN	H1F0	Histone H1.0	1938.02	505.679	1919.67				1156.88	1645.54		1955.71			1254.98	1102.33	1002.69	831.517	1080.18	668.368	1577.5	1661.84	809.553	1848.83	1138.12	1945.17							1975.59			2237.33		2863.09	2253.62	1993.12	2135.27	2364.78	1727.36
P07339	P07339	CATD_HUMAN	CTSD	Cathepsin D	20234.7	18799.8	20125.9	19950.8	19203.2	19023.6	21202.5	26303.8	20558.3	19466.7	20156.4	20685.1	16969.9	19400.6	18737.5	22643	17806.1	18546.6	18546.1	17252	17827.9	15318.7	17559.9	17514.2		16976.4	18070.1	16999	17934.7	17524.1	17594.3	18808.4	18268.4	18465.3	19975.9	17658.8	13389.4	13791.4	15460.5	15531.1	18763.8
P07355	A6NMY6;P07355	ANXA2_HUMAN	ANXA2	Annexin A2	9656.95	10579.5	12947.5	11994.2	10032.9	10414.9	9658.24	11942.7	8885.51	9545.12	8604.41	8983.26	10361.5	12547.6	8540.19	14817.7	10040.2	13266.6	13468.9	8803.74	8339.62	9212.06	13522.7	9533.08		12819.8	15095.5	15405.3	15061.4	13810.1	10834.2	12097.7	11900.1	11640.1	16507.5	11064.4	11162.4	10093.2	10280.6	12351.7	11169.4
P07384	P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	1946.17	3380.66	2772.86	2530.65	2059.04	2011.66	1780.09	2067.47	2371.07	1504.83	1822.85	1344.06	1972.44	2165.58	2027.29	2451.91	2706.11	2596.26	2082.19	1808.73	1979.29	2019.29	1759.64	2201.13		3557.22	3237.41	3036.89	2844.83	3536.91	2694.41	2795.17	2600.13	2279.92	4192.37	2851.86	3589.29	2529.6	2438.73	2724.54	2445.13
P07437	P04350;P07437;P68371	TBB5_HUMAN	TUBB	Tubulin beta chain	20041.5	9764.5	16233	17435.6	18047.4	18069.1	18670.1	18547.6	10473.3	20505.1	18621	12203.3	19936.4	18550.6	20049.1	15700.3	17903.3	15703.4	19077.2	22438.5	20069	19797.9	18725.8	22581.2		8921.24	11075.6	9808.72	10275	11655.5	13679.2	13462.6	12545.6	13473.6	13355.4	16576.5	14851.3	16263.1	16121	16667.4	16617
P07476	P07476	INVO_HUMAN	IVL	Involucrin	1885.63	641.51			1320.59								938.894			689.564		1093.12					1978.4					2601.99							5393.9						
P07686	P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta		782.449		1422.87			1306.53						1297.63	1254.06				1015.35	967.116	1172.45	1441.16	961.383				1835.08		2896.22					2924.74					1933.34			
P07737	P07737	PROF1_HUMAN	PFN1	Profilin-1	1471.65	1207.34	1519.9	1015.33	1001.6	1151.63	1566.49	1413.98	1714.46	1330.77	1666.27	2290.9	2410.4	1123.67	1125.45	574.503	1183.89	1005.16	975.572	1392.82	734.162	860.513	1965.08	1906.81		2492.6	3142.42	2429.9	3026.45		2487.81	2892.91		3052.29	2139.7	2210.04	2129.73	2263.52	2134.67	1891.63	2619.14
P07741	P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase		628.828	1023.47	803.927							824.839		1314.88	613.066				445.194																							
P07814	P07814	SYEP_HUMAN	EPRS	Bifunctional glutamate/proline--tRNA ligase	563.456	327.764		721.531									664.345						326.596																						
